SEQ,LINK_NO,CASE_REF,CUSTOMER_ID,CUSTOMER_NAME,CUSTOMER_PAN,WEEK_START,AGGREGATE_CASH,P_SUSPICIOUS,RULE_THEN,THRESHOLD_THEN,RULE_NOW,THRESHOLD_NOW,CITATION,WHY_NO_ALERT,AGGRAVATING,MITIGATING,EVIDENCE,CONTENT_HASH,CHAIN_HASH
553,538,CU-100724|2026-03-02,CU-100724,Customer 100724,AMXQO2505I,2026-03-02,826921.8,0.62,PV-TM-STRUCT-002,1000000,PV-TM-STRUCT-003,800000,Para 4.2.1,"Aggregate cash of INR      826,922 fell below the threshold of INR    1,000,000 in force under PV-TM-STRUCT-002, so no alert was generated and no disposition exists. Under PV-TM-STRUCT-003 (threshold INR      800,000) the same activity would alert.","Cash volume is 13.34 times declared monthly income for a retired individual with no plausible cash-intensive business, and 85.7% of deposits sit just below round numbers—a hallmark of deliberate threshold avoidance in structuring.","Cash activity has been present for 25 weeks with moderate regularity (53.8% of weeks), showing a sustained pattern rather than a sudden burst, and only 50% is transferred out—meaning half is retained in the account, consistent with someone managing ongoing expenses or obligations rather than pure layering.","{
  ""avg_deposit"": 118132,
  ""cash_vs_monthly_income"": 13.34,
  ""days_since_kyc"": 529,
  ""declared_annual_income"": 744000,
  ""deposits_just_under_round_pct"": 85.7,
  ""distinct_branches_used"": 3,
  ""history_weeks_available"": 26,
  ""is_pep"": false,
  ""occupation"": ""Retired"",
  ""occupation_is_cash_trade"": false,
  ""outward_transfer_ratio"": 0.5,
  ""prior_alert_count"": 7,
  ""risk_rating"": ""MEDIUM"",
  ""weekly_volatility"": 2.400000000000000e-01,
  ""weeks_since_cash_began"": 25,
  ""weeks_with_cash_activity_pct"": 53.8
}",a6a9fc713cd5390d865e1fdeac3c32b73b2495a65503d37cd3faa2969914efe2,9f4a175cbf01c013d9da2478d943801e430c6703c64fd1327674c4f4e5c24142
554,539,CU-100724|2026-07-13,CU-100724,Customer 100724,AMXQO2505I,2026-07-13,932333.91,0.62,PV-TM-STRUCT-002,1000000,PV-TM-STRUCT-003,800000,Para 4.2.1,"Aggregate cash of INR      932,334 fell below the threshold of INR    1,000,000 in force under PV-TM-STRUCT-002, so no alert was generated and no disposition exists. Under PV-TM-STRUCT-003 (threshold INR      800,000) the same activity would alert.","Cash volume is 15 times declared monthly income for a retired individual with no plausible cash-intensive business, combined with 55% rapid outward transfer via electronic channels—classic structuring with layering.","Activity has persisted steadily for 26 weeks (57.7% of weeks active) with moderate volatility (0.26), suggesting an ongoing economic reality rather than a one-time placement scheme; legitimate undeclared cash business or family support could explain sustained patterns.","{
  ""avg_deposit"": 310778,
  ""cash_vs_monthly_income"": 15.04,
  ""days_since_kyc"": 662,
  ""declared_annual_income"": 744000,
  ""deposits_just_under_round_pct"": 33.3,
  ""distinct_branches_used"": 3,
  ""history_weeks_available"": 26,
  ""is_pep"": false,
  ""occupation"": ""Retired"",
  ""occupation_is_cash_trade"": false,
  ""outward_transfer_ratio"": 0.55,
  ""prior_alert_count"": 12,
  ""risk_rating"": ""MEDIUM"",
  ""weekly_volatility"": 2.600000000000000e-01,
  ""weeks_since_cash_began"": 26,
  ""weeks_with_cash_activity_pct"": 57.7
}",801dc02dadd46735e9a4949f1777ccb796d2966b378469f86439bab09eb0b9f0,81fe67eb04ab22edbed3e7594e72526aa18472cb52d4cbd639f384557911b402
555,540,CU-100740|2025-07-14,CU-100740,Customer 100740,SREHE6821C,2025-07-14,915043.35,0.62,PV-TM-STRUCT-002,1000000,PV-TM-STRUCT-003,800000,Para 4.2.1,"Aggregate cash of INR      915,043 fell below the threshold of INR    1,000,000 in force under PV-TM-STRUCT-002, so no alert was generated and no disposition exists. Under PV-TM-STRUCT-003 (threshold INR      800,000) the same activity would alert.","Cash volume is 24.9 times declared monthly income for a retired individual with no plausible cash-intensive business, and 85.7% of deposits sit just below round numbers—a hallmark of deliberate threshold avoidance in structuring.","Cash activity has been consistent over 26 weeks (present in 76.9% of weeks) with moderate volatility (0.24), suggesting an established pattern rather than sudden bursts; only 35% of funds are transferred out, indicating most cash is retained rather than immediately layered—behavior more consistent with operating a real business than pure laundering.","{
  ""avg_deposit"": 130720,
  ""cash_vs_monthly_income"": 24.9,
  ""days_since_kyc"": 296,
  ""declared_annual_income"": 441000,
  ""deposits_just_under_round_pct"": 85.7,
  ""distinct_branches_used"": 2,
  ""history_weeks_available"": 26,
  ""is_pep"": false,
  ""occupation"": ""Retired"",
  ""occupation_is_cash_trade"": false,
  ""outward_transfer_ratio"": 0.35,
  ""prior_alert_count"": 4,
  ""risk_rating"": ""LOW"",
  ""weekly_volatility"": 2.400000000000000e-01,
  ""weeks_since_cash_began"": 26,
  ""weeks_with_cash_activity_pct"": 76.9
}",ba9c4c2f326c304c22714081be90d7f9eb632e720bf63017d6ff65e00dc08526,1b1740052658256596cf4bb4c316300946505baadd1fd759de2e9eb1ed35355f
556,541,CU-100740|2025-08-11,CU-100740,Customer 100740,SREHE6821C,2025-08-11,933384.51,0.62,PV-TM-STRUCT-002,1000000,PV-TM-STRUCT-003,800000,Para 4.2.1,"Aggregate cash of INR      933,385 fell below the threshold of INR    1,000,000 in force under PV-TM-STRUCT-002, so no alert was generated and no disposition exists. Under PV-TM-STRUCT-003 (threshold INR      800,000) the same activity would alert.","Cash volume is 25.4 times declared monthly income for a retired individual with no plausible cash-intensive business, and 50% of deposits sit just below round numbers suggesting deliberate threshold avoidance.","Cash activity has been consistent over 26 weeks (present in 77% of weeks) with moderate volatility (0.32), suggesting an established pattern rather than a sudden burst, and 68% of funds remain in the account rather than being immediately transferred out.","{
  ""avg_deposit"": 233346,
  ""cash_vs_monthly_income"": 25.4,
  ""days_since_kyc"": 324,
  ""declared_annual_income"": 441000,
  ""deposits_just_under_round_pct"": 50,
  ""distinct_branches_used"": 2,
  ""history_weeks_available"": 26,
  ""is_pep"": false,
  ""occupation"": ""Retired"",
  ""occupation_is_cash_trade"": false,
  ""outward_transfer_ratio"": 0.32,
  ""prior_alert_count"": 6,
  ""risk_rating"": ""LOW"",
  ""weekly_volatility"": 3.200000000000000e-01,
  ""weeks_since_cash_began"": 26,
  ""weeks_with_cash_activity_pct"": 76.9
}",659166e5f851ec5d66fc99924657b4016a961b367e63b49d0b7d213674c6d729,9bb3049c73900accadc259a7cf57559a64e882e0cfdfb7615e7557f7d66b5eb7
557,542,CU-100740|2025-08-18,CU-100740,Customer 100740,SREHE6821C,2025-08-18,883420.29,0.62,PV-TM-STRUCT-002,1000000,PV-TM-STRUCT-003,800000,Para 4.2.1,"Aggregate cash of INR      883,420 fell below the threshold of INR    1,000,000 in force under PV-TM-STRUCT-002, so no alert was generated and no disposition exists. Under PV-TM-STRUCT-003 (threshold INR      800,000) the same activity would alert.","Cash volume is 24 times declared monthly income for a retired individual with no plausible cash-intensive business, creating an extreme and unexplained mismatch between legitimate income sources and observed cash activity.","Cash activity has been consistent over 26 weeks (present in 77% of weeks) with moderate volatility (0.31), suggesting an established pattern rather than sudden bursts, and the majority of funds (66%) are retained rather than immediately transferred out.","{
  ""avg_deposit"": 294473,
  ""cash_vs_monthly_income"": 24.04,
  ""days_since_kyc"": 331,
  ""declared_annual_income"": 441000,
  ""deposits_just_under_round_pct"": 0,
  ""distinct_branches_used"": 2,
  ""history_weeks_available"": 26,
  ""is_pep"": false,
  ""occupation"": ""Retired"",
  ""occupation_is_cash_trade"": false,
  ""outward_transfer_ratio"": 0.34,
  ""prior_alert_count"": 6,
  ""risk_rating"": ""LOW"",
  ""weekly_volatility"": 3.100000000000000e-01,
  ""weeks_since_cash_began"": 25,
  ""weeks_with_cash_activity_pct"": 76.9
}",968277df701b96b3a3745108007b2b982be9fcc77d02a19b0552f09da2b92482,3c4358cb84ca40d420a717d356b6779a35fdd5cffdb9e9ff61ad47de371ae520
558,543,CU-100740|2025-09-29,CU-100740,Customer 100740,SREHE6821C,2025-09-29,970470.26,0.62,PV-TM-STRUCT-002,1000000,PV-TM-STRUCT-003,800000,Para 4.2.1,"Aggregate cash of INR      970,470 fell below the threshold of INR    1,000,000 in force under PV-TM-STRUCT-002, so no alert was generated and no disposition exists. Under PV-TM-STRUCT-003 (threshold INR      800,000) the same activity would alert.","Cash volume is 26.41 times declared monthly income for a retired individual with no plausible cash-intensive business, and 83.3% of deposits sit just below round numbers—a classic structuring signature designed to evade reporting thresholds.","Cash activity has been consistent over 26 weeks (present in 76.9% of weeks) with moderate volatility (0.31), suggesting an established pattern rather than sudden bursts; most funds remain in the account (only 34% transferred out), consistent with someone operating a legitimate undeclared cash business rather than rapid layering.","{
  ""avg_deposit"": 161745,
  ""cash_vs_monthly_income"": 26.41,
  ""days_since_kyc"": 373,
  ""declared_annual_income"": 441000,
  ""deposits_just_under_round_pct"": 83.3,
  ""distinct_branches_used"": 2,
  ""history_weeks_available"": 26,
  ""is_pep"": false,
  ""occupation"": ""Retired"",
  ""occupation_is_cash_trade"": false,
  ""outward_transfer_ratio"": 0.34,
  ""prior_alert_count"": 7,
  ""risk_rating"": ""LOW"",
  ""weekly_volatility"": 3.100000000000000e-01,
  ""weeks_since_cash_began"": 26,
  ""weeks_with_cash_activity_pct"": 76.9
}",c903445d41c982ac24d1a2fd4bd27b9021e4d76ad245d3d1b1ea56f8613a754a,a1e2778a5aa264fad86c56766d8af1c5669a853c29846716525c1df2d2617f45
559,544,CU-100740|2025-12-29,CU-100740,Customer 100740,SREHE6821C,2025-12-29,970498.05,0.62,PV-TM-STRUCT-002,1000000,PV-TM-STRUCT-003,800000,Para 4.2.1,"Aggregate cash of INR      970,498 fell below the threshold of INR    1,000,000 in force under PV-TM-STRUCT-002, so no alert was generated and no disposition exists. Under PV-TM-STRUCT-003 (threshold INR      800,000) the same activity would alert.","Cash volume is 26.41 times declared monthly income for a retired individual with no plausible cash-intensive business, creating an extreme and unexplained mismatch between legitimate income sources and observed cash deposits.","Cash activity has been consistent over 26 weeks (present in 69% of weeks) with moderate volatility (0.24), suggesting an established pattern rather than sudden bursts; most funds remain in the account (only 32% transferred out) consistent with operational business needs rather than rapid layering.","{
  ""avg_deposit"": 242625,
  ""cash_vs_monthly_income"": 26.41,
  ""days_since_kyc"": 464,
  ""declared_annual_income"": 441000,
  ""deposits_just_under_round_pct"": 0,
  ""distinct_branches_used"": 2,
  ""history_weeks_available"": 26,
  ""is_pep"": false,
  ""occupation"": ""Retired"",
  ""occupation_is_cash_trade"": false,
  ""outward_transfer_ratio"": 0.32,
  ""prior_alert_count"": 11,
  ""risk_rating"": ""LOW"",
  ""weekly_volatility"": 2.400000000000000e-01,
  ""weeks_since_cash_began"": 26,
  ""weeks_with_cash_activity_pct"": 69.2
}",92b1296b3e9b53c2e5dcbccda79d9ded4bb42b25955b204305b29f32239c6ba9,3abfd3e5a7c75b9f877288da3226f06317f10eec310820f57d6901d98a35b800
560,545,CU-100740|2026-01-05,CU-100740,Customer 100740,SREHE6821C,2026-01-05,920964.41,0.62,PV-TM-STRUCT-002,1000000,PV-TM-STRUCT-003,800000,Para 4.2.1,"Aggregate cash of INR      920,964 fell below the threshold of INR    1,000,000 in force under PV-TM-STRUCT-002, so no alert was generated and no disposition exists. Under PV-TM-STRUCT-003 (threshold INR      800,000) the same activity would alert.","Cash volume is 25 times declared monthly income for a retired individual with no plausible cash-intensive business, creating an extreme and unexplained mismatch between legitimate income sources and observed cash deposits.","Cash activity has been consistent over 26 weeks (present in 69% of weeks) with moderate volatility (0.24), suggesting an established pattern rather than sudden bursts; most funds remain in the account (only 34% transferred out) consistent with operational business needs rather than rapid layering.","{
  ""avg_deposit"": 184193,
  ""cash_vs_monthly_income"": 25.06,
  ""days_since_kyc"": 471,
  ""declared_annual_income"": 441000,
  ""deposits_just_under_round_pct"": 0,
  ""distinct_branches_used"": 2,
  ""history_weeks_available"": 26,
  ""is_pep"": false,
  ""occupation"": ""Retired"",
  ""occupation_is_cash_trade"": false,
  ""outward_transfer_ratio"": 0.34,
  ""prior_alert_count"": 11,
  ""risk_rating"": ""LOW"",
  ""weekly_volatility"": 2.400000000000000e-01,
  ""weeks_since_cash_began"": 26,
  ""weeks_with_cash_activity_pct"": 69.2
}",a6adb406bb2ab732a44d0ca27bc06e65d930fa3d620f97ff5d5dba258ddfd992,b18fc2aa1e9390a8b6805f40a53af25a7738f6164cf7862196137bfa9d2dda1d
561,546,CU-100740|2026-01-19,CU-100740,Customer 100740,SREHE6821C,2026-01-19,894109.67,0.62,PV-TM-STRUCT-002,1000000,PV-TM-STRUCT-003,800000,Para 4.2.1,"Aggregate cash of INR      894,110 fell below the threshold of INR    1,000,000 in force under PV-TM-STRUCT-002, so no alert was generated and no disposition exists. Under PV-TM-STRUCT-003 (threshold INR      800,000) the same activity would alert.","Cash volume is 24 times declared monthly income for a retired individual with no plausible cash-intensive business, creating an extreme and unexplained mismatch between legitimate income sources and observed cash activity.","Cash activity has been consistent over 26 weeks (present in 65% of weeks) with moderate volatility (0.24), suggesting an established pattern rather than sudden bursts; most funds remain in the account (only 35% transferred out) consistent with operational business needs rather than rapid layering.","{
  ""avg_deposit"": 149018,
  ""cash_vs_monthly_income"": 24.33,
  ""days_since_kyc"": 485,
  ""declared_annual_income"": 441000,
  ""deposits_just_under_round_pct"": 0,
  ""distinct_branches_used"": 2,
  ""history_weeks_available"": 26,
  ""is_pep"": false,
  ""occupation"": ""Retired"",
  ""occupation_is_cash_trade"": false,
  ""outward_transfer_ratio"": 0.35,
  ""prior_alert_count"": 11,
  ""risk_rating"": ""LOW"",
  ""weekly_volatility"": 2.400000000000000e-01,
  ""weeks_since_cash_began"": 26,
  ""weeks_with_cash_activity_pct"": 65.4
}",95c661d3668f53c893824a2b0a94394b638b3928182f9733fbcd4cc5cdbb011f,a227b1a7598e2a1a8b2876a5e5ce8fc352341919d8b6f19bce99ef396170333e
562,547,CU-100740|2026-03-16,CU-100740,Customer 100740,SREHE6821C,2026-03-16,954071.22,0.62,PV-TM-STRUCT-002,1000000,PV-TM-STRUCT-003,800000,Para 4.2.1,"Aggregate cash of INR      954,071 fell below the threshold of INR    1,000,000 in force under PV-TM-STRUCT-002, so no alert was generated and no disposition exists. Under PV-TM-STRUCT-003 (threshold INR      800,000) the same activity would alert.","Cash volume is 26 times declared monthly income for a retired individual with no plausible cash-intensive business, and 67% of deposits sit just below round numbers suggesting deliberate threshold avoidance","Cash activity has been consistent over 26 weeks (65% of weeks active) with low volatility (0.21), suggesting an established pattern rather than a sudden burst, and most funds remain in the account (only 36% transferred out) consistent with operating capital retention","{
  ""avg_deposit"": 318024,
  ""cash_vs_monthly_income"": 25.96,
  ""days_since_kyc"": 541,
  ""declared_annual_income"": 441000,
  ""deposits_just_under_round_pct"": 66.7,
  ""distinct_branches_used"": 2,
  ""history_weeks_available"": 26,
  ""is_pep"": false,
  ""occupation"": ""Retired"",
  ""occupation_is_cash_trade"": false,
  ""outward_transfer_ratio"": 0.36,
  ""prior_alert_count"": 15,
  ""risk_rating"": ""LOW"",
  ""weekly_volatility"": 2.100000000000000e-01,
  ""weeks_since_cash_began"": 25,
  ""weeks_with_cash_activity_pct"": 65.4
}",a42f970f7cb1ba3a97d8039f873e8860697333a43ca3da2112f244a556ea617a,ee5ceeb36cc3144472363003b826ae28c0eba0ebd1cde990fc6a97ef7d0ec15b
